t,event_title,city,target_date,market_id,slug,question,outcomes,prices,volume,neg_risk,fc_gfs_c,fc_ecmwf_c,fc_icon_c
1788187733.7,Highest temperature in Seattle on August 31?,Seattle,2026-08-31,3972354,highest-temperature-in-seattle-on-august-31-2026-66-67f,Will the highest temperature in Seattle be between 66-67°F on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",553.274919,1,22.8,23.1,21.0
1788187733.7,Highest temperature in Seattle on August 31?,Seattle,2026-08-31,3972355,highest-temperature-in-seattle-on-august-31-2026-68-69f,Will the highest temperature in Seattle be between 68-69°F on August 31?,"[""Yes"", ""No""]","[""0.0045"", ""0.9955""]",668.1273309999999,1,22.8,23.1,21.0
1788187733.7,Highest temperature in Seattle on August 31?,Seattle,2026-08-31,3972356,highest-temperature-in-seattle-on-august-31-2026-70-71f,Will the highest temperature in Seattle be between 70-71°F on August 31?,"[""Yes"", ""No""]","[""0.015"", ""0.985""]",593.964666,1,22.8,23.1,21.0
1788187733.7,Highest temperature in Seattle on August 31?,Seattle,2026-08-31,3972357,highest-temperature-in-seattle-on-august-31-2026-72-73f,Will the highest temperature in Seattle be between 72-73°F on August 31?,"[""Yes"", ""No""]","[""0.13"", ""0.87""]",2971.550949,1,22.8,23.1,21.0
1788187733.7,Highest temperature in Seattle on August 31?,Seattle,2026-08-31,3972358,highest-temperature-in-seattle-on-august-31-2026-74-75f,Will the highest temperature in Seattle be between 74-75°F on August 31?,"[""Yes"", ""No""]","[""0.52"", ""0.48""]",2847.4239350000003,1,22.8,23.1,21.0
1788187733.7,Highest temperature in Seattle on August 31?,Seattle,2026-08-31,3972359,highest-temperature-in-seattle-on-august-31-2026-76-77f,Will the highest temperature in Seattle be between 76-77°F on August 31?,"[""Yes"", ""No""]","[""0.315"", ""0.685""]",3522.906374,1,22.8,23.1,21.0
1788187733.7,Highest temperature in Seattle on August 31?,Seattle,2026-08-31,3972360,highest-temperature-in-seattle-on-august-31-2026-78-79f,Will the highest temperature in Seattle be between 78-79°F on August 31?,"[""Yes"", ""No""]","[""0.035"", ""0.965""]",1112.3972050000002,1,22.8,23.1,21.0
1788187733.7,Highest temperature in Seattle on August 31?,Seattle,2026-08-31,3972361,highest-temperature-in-seattle-on-august-31-2026-80-81f,Will the highest temperature in Seattle be between 80-81°F on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",467.993,1,22.8,23.1,21.0
1788187733.7,Highest temperature in Seattle on August 31?,Seattle,2026-08-31,3972362,highest-temperature-in-seattle-on-august-31-2026-82forhigher,Will the highest temperature in Seattle be 82°F or higher on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",205.99699999999996,1,22.8,23.1,21.0
1788187733.7,Highest temperature in Los Angeles on August 31?,Los Angeles,2026-08-31,3972363,highest-temperature-in-los-angeles-on-august-31-2026-65forbelow,Will the highest temperature in Los Angeles be 65°F or below on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1124.2410000000002,1,30.0,29.0,29.3
1788187733.7,Highest temperature in Los Angeles on August 31?,Los Angeles,2026-08-31,3972364,highest-temperature-in-los-angeles-on-august-31-2026-66-67f,Will the highest temperature in Los Angeles be between 66-67°F on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1207.241,1,30.0,29.0,29.3
1788187733.7,Highest temperature in Los Angeles on August 31?,Los Angeles,2026-08-31,3972365,highest-temperature-in-los-angeles-on-august-31-2026-68-69f,Will the highest temperature in Los Angeles be between 68-69°F on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1667.4160000000002,1,30.0,29.0,29.3
1788187733.7,Highest temperature in Los Angeles on August 31?,Los Angeles,2026-08-31,3972366,highest-temperature-in-los-angeles-on-august-31-2026-70-71f,Will the highest temperature in Los Angeles be between 70-71°F on August 31?,"[""Yes"", ""No""]","[""0.0025"", ""0.9975""]",459.7550369999999,1,30.0,29.0,29.3
1788187733.7,Highest temperature in Los Angeles on August 31?,Los Angeles,2026-08-31,3972367,highest-temperature-in-los-angeles-on-august-31-2026-72-73f,Will the highest temperature in Los Angeles be between 72-73°F on August 31?,"[""Yes"", ""No""]","[""0.005"", ""0.995""]",816.8340679999999,1,30.0,29.0,29.3
1788187733.7,Highest temperature in Los Angeles on August 31?,Los Angeles,2026-08-31,3972368,highest-temperature-in-los-angeles-on-august-31-2026-74-75f,Will the highest temperature in Los Angeles be between 74-75°F on August 31?,"[""Yes"", ""No""]","[""0.02"", ""0.98""]",1590.4664850000001,1,30.0,29.0,29.3
1788187733.7,Highest temperature in Los Angeles on August 31?,Los Angeles,2026-08-31,3972369,highest-temperature-in-los-angeles-on-august-31-2026-76-77f,Will the highest temperature in Los Angeles be between 76-77°F on August 31?,"[""Yes"", ""No""]","[""0.265"", ""0.735""]",4280.096775000001,1,30.0,29.0,29.3
1788187733.7,Highest temperature in Los Angeles on August 31?,Los Angeles,2026-08-31,3972370,highest-temperature-in-los-angeles-on-august-31-2026-78-79f,Will the highest temperature in Los Angeles be between 78-79°F on August 31?,"[""Yes"", ""No""]","[""0.56"", ""0.44""]",9317.975198,1,30.0,29.0,29.3
1788187733.7,Highest temperature in Los Angeles on August 31?,Los Angeles,2026-08-31,3972371,highest-temperature-in-los-angeles-on-august-31-2026-80-81f,Will the highest temperature in Los Angeles be between 80-81°F on August 31?,"[""Yes"", ""No""]","[""0.135"", ""0.865""]",3079.103808,1,30.0,29.0,29.3
1788187733.7,Highest temperature in Los Angeles on August 31?,Los Angeles,2026-08-31,3972372,highest-temperature-in-los-angeles-on-august-31-2026-82-83f,Will the highest temperature in Los Angeles be between 82-83°F on August 31?,"[""Yes"", ""No""]","[""0.015"", ""0.985""]",1737.533657,1,30.0,29.0,29.3
1788187733.7,Highest temperature in Los Angeles on August 31?,Los Angeles,2026-08-31,3972373,highest-temperature-in-los-angeles-on-august-31-2026-84forhigher,Will the highest temperature in Los Angeles be 84°F or higher on August 31?,"[""Yes"", ""No""]","[""0.0135"", ""0.9865""]",1054.273834,1,30.0,29.0,29.3
1788187733.7,Highest temperature in San Francisco on August 31?,San Francisco,2026-08-31,3972374,highest-temperature-in-san-francisco-on-august-31-2026-57forbelow,Will the highest temperature in San Francisco be 57°F or below on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1382.4294730000001,1,16.8,17.6,17.3
1788187733.7,Highest temperature in San Francisco on August 31?,San Francisco,2026-08-31,3972375,highest-temperature-in-san-francisco-on-august-31-2026-58-59f,Will the highest temperature in San Francisco be between 58-59°F on August 31?,"[""Yes"", ""No""]","[""0.0015"", ""0.9985""]",498.798,1,16.8,17.6,17.3
1788187733.7,Highest temperature in San Francisco on August 31?,San Francisco,2026-08-31,3972376,highest-temperature-in-san-francisco-on-august-31-2026-60-61f,Will the highest temperature in San Francisco be between 60-61°F on August 31?,"[""Yes"", ""No""]","[""0.0025"", ""0.9975""]",386.178505,1,16.8,17.6,17.3
1788187733.7,Highest temperature in San Francisco on August 31?,San Francisco,2026-08-31,3972377,highest-temperature-in-san-francisco-on-august-31-2026-62-63f,Will the highest temperature in San Francisco be between 62-63°F on August 31?,"[""Yes"", ""No""]","[""0.05"", ""0.95""]",916.4197909999999,1,16.8,17.6,17.3
1788187733.7,Highest temperature in San Francisco on August 31?,San Francisco,2026-08-31,3972378,highest-temperature-in-san-francisco-on-august-31-2026-64-65f,Will the highest temperature in San Francisco be between 64-65°F on August 31?,"[""Yes"", ""No""]","[""0.35"", ""0.65""]",2326.797794,1,16.8,17.6,17.3
1788187733.7,Highest temperature in San Francisco on August 31?,San Francisco,2026-08-31,3972379,highest-temperature-in-san-francisco-on-august-31-2026-66-67f,Will the highest temperature in San Francisco be between 66-67°F on August 31?,"[""Yes"", ""No""]","[""0.49"", ""0.51""]",941.394781,1,16.8,17.6,17.3
1788187733.7,Highest temperature in San Francisco on August 31?,San Francisco,2026-08-31,3972380,highest-temperature-in-san-francisco-on-august-31-2026-68-69f,Will the highest temperature in San Francisco be between 68-69°F on August 31?,"[""Yes"", ""No""]","[""0.135"", ""0.865""]",2708.3668559999996,1,16.8,17.6,17.3
1788187733.7,Highest temperature in San Francisco on August 31?,San Francisco,2026-08-31,3972381,highest-temperature-in-san-francisco-on-august-31-2026-70-71f,Will the highest temperature in San Francisco be between 70-71°F on August 31?,"[""Yes"", ""No""]","[""0.02"", ""0.98""]",544.819575,1,16.8,17.6,17.3
1788187733.7,Highest temperature in San Francisco on August 31?,San Francisco,2026-08-31,3972382,highest-temperature-in-san-francisco-on-august-31-2026-72-73f,Will the highest temperature in San Francisco be between 72-73°F on August 31?,"[""Yes"", ""No""]","[""0.003"", ""0.997""]",113.78,1,16.8,17.6,17.3
1788187733.7,Highest temperature in San Francisco on August 31?,San Francisco,2026-08-31,3972383,highest-temperature-in-san-francisco-on-august-31-2026-74-75f,Will the highest temperature in San Francisco be between 74-75°F on August 31?,"[""Yes"", ""No""]","[""0.0025"", ""0.9975""]",189.20999999999998,1,16.8,17.6,17.3
1788187733.7,Highest temperature in San Francisco on August 31?,San Francisco,2026-08-31,3972384,highest-temperature-in-san-francisco-on-august-31-2026-76forhigher,Will the highest temperature in San Francisco be 76°F or higher on August 31?,"[""Yes"", ""No""]","[""0.002"", ""0.998""]",220.20999999999998,1,16.8,17.6,17.3
1788187733.7,Highest temperature in Sao Paulo on August 31?,Sao Paulo,2026-08-31,3973028,highest-temperature-in-sao-paulo-on-august-31-2026-29corbelow,Will the highest temperature in Sao Paulo be 29°C or below on August 31?,"[""Yes"", ""No""]","[""0.915"", ""0.085""]",10777.545730000002,1,32.2,26.5,30.2
1788187733.7,Highest temperature in Sao Paulo on August 31?,Sao Paulo,2026-08-31,3973029,highest-temperature-in-sao-paulo-on-august-31-2026-30c,Will the highest temperature in Sao Paulo be 30°C on August 31?,"[""Yes"", ""No""]","[""0.06"", ""0.94""]",2436.291338,1,32.2,26.5,30.2
1788187733.7,Highest temperature in Sao Paulo on August 31?,Sao Paulo,2026-08-31,3973030,highest-temperature-in-sao-paulo-on-august-31-2026-31c,Will the highest temperature in Sao Paulo be 31°C on August 31?,"[""Yes"", ""No""]","[""0.006"", ""0.994""]",1747.038478,1,32.2,26.5,30.2
1788187733.7,Highest temperature in Sao Paulo on August 31?,Sao Paulo,2026-08-31,3973031,highest-temperature-in-sao-paulo-on-august-31-2026-32c,Will the highest temperature in Sao Paulo be 32°C on August 31?,"[""Yes"", ""No""]","[""0.003"", ""0.997""]",2147.120712,1,32.2,26.5,30.2
1788187733.7,Highest temperature in Sao Paulo on August 31?,Sao Paulo,2026-08-31,3973032,highest-temperature-in-sao-paulo-on-august-31-2026-33c,Will the highest temperature in Sao Paulo be 33°C on August 31?,"[""Yes"", ""No""]","[""0.001"", ""0.999""]",2139.495918,1,32.2,26.5,30.2
1788187733.7,Highest temperature in Sao Paulo on August 31?,Sao Paulo,2026-08-31,3973033,highest-temperature-in-sao-paulo-on-august-31-2026-34c,Will the highest temperature in Sao Paulo be 34°C on August 31?,"[""Yes"", ""No""]","[""0.0025"", ""0.9975""]",4025.940373,1,32.2,26.5,30.2
1788187733.7,Highest temperature in Sao Paulo on August 31?,Sao Paulo,2026-08-31,3973034,highest-temperature-in-sao-paulo-on-august-31-2026-35c,Will the highest temperature in Sao Paulo be 35°C on August 31?,"[""Yes"", ""No""]","[""0.001"", ""0.999""]",3003.51226,1,32.2,26.5,30.2
1788187733.7,Highest temperature in Sao Paulo on August 31?,Sao Paulo,2026-08-31,3973035,highest-temperature-in-sao-paulo-on-august-31-2026-36c,Will the highest temperature in Sao Paulo be 36°C on August 31?,"[""Yes"", ""No""]","[""0.0015"", ""0.9985""]",6314.2309700000005,1,32.2,26.5,30.2
1788187733.7,Highest temperature in Sao Paulo on August 31?,Sao Paulo,2026-08-31,3973036,highest-temperature-in-sao-paulo-on-august-31-2026-37c,Will the highest temperature in Sao Paulo be 37°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",2556.955,1,32.2,26.5,30.2
1788187733.7,Highest temperature in Sao Paulo on August 31?,Sao Paulo,2026-08-31,3973037,highest-temperature-in-sao-paulo-on-august-31-2026-38c,Will the highest temperature in Sao Paulo be 38°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1247.955,1,32.2,26.5,30.2
1788187733.7,Highest temperature in Sao Paulo on August 31?,Sao Paulo,2026-08-31,3973038,highest-temperature-in-sao-paulo-on-august-31-2026-39corhigher,Will the highest temperature in Sao Paulo be 39°C or higher on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",206.00900000000001,1,32.2,26.5,30.2
1788187733.7,Highest temperature in Buenos Aires on August 31?,Buenos Aires,2026-08-31,3973039,highest-temperature-in-buenos-aires-on-august-31-2026-14corbelow,Will the highest temperature in Buenos Aires be 14°C or below on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",237.99099999999999,1,17.9,15.7,18.2
1788187733.7,Highest temperature in Buenos Aires on August 31?,Buenos Aires,2026-08-31,3973040,highest-temperature-in-buenos-aires-on-august-31-2026-15c,Will the highest temperature in Buenos Aires be 15°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",237.99699999999999,1,17.9,15.7,18.2
1788187733.7,Highest temperature in Buenos Aires on August 31?,Buenos Aires,2026-08-31,3973041,highest-temperature-in-buenos-aires-on-august-31-2026-16c,Will the highest temperature in Buenos Aires be 16°C on August 31?,"[""Yes"", ""No""]","[""0.002"", ""0.998""]",433.4616,1,17.9,15.7,18.2
1788187733.7,Highest temperature in Buenos Aires on August 31?,Buenos Aires,2026-08-31,3973042,highest-temperature-in-buenos-aires-on-august-31-2026-17c,Will the highest temperature in Buenos Aires be 17°C on August 31?,"[""Yes"", ""No""]","[""0.0065"", ""0.9935""]",319.19809999999995,1,17.9,15.7,18.2
1788187733.7,Highest temperature in Buenos Aires on August 31?,Buenos Aires,2026-08-31,3973043,highest-temperature-in-buenos-aires-on-august-31-2026-18c,Will the highest temperature in Buenos Aires be 18°C on August 31?,"[""Yes"", ""No""]","[""0.04"", ""0.96""]",804.037916,1,17.9,15.7,18.2
1788187733.7,Highest temperature in Buenos Aires on August 31?,Buenos Aires,2026-08-31,3973044,highest-temperature-in-buenos-aires-on-august-31-2026-19c,Will the highest temperature in Buenos Aires be 19°C on August 31?,"[""Yes"", ""No""]","[""0.265"", ""0.735""]",1297.0100000000002,1,17.9,15.7,18.2
1788187733.7,Highest temperature in Buenos Aires on August 31?,Buenos Aires,2026-08-31,3973045,highest-temperature-in-buenos-aires-on-august-31-2026-20c,Will the highest temperature in Buenos Aires be 20°C on August 31?,"[""Yes"", ""No""]","[""0.625"", ""0.375""]",1730.9403559999996,1,17.9,15.7,18.2
1788187733.7,Highest temperature in Buenos Aires on August 31?,Buenos Aires,2026-08-31,3973046,highest-temperature-in-buenos-aires-on-august-31-2026-21c,Will the highest temperature in Buenos Aires be 21°C on August 31?,"[""Yes"", ""No""]","[""0.085"", ""0.915""]",3331.0831660000003,1,17.9,15.7,18.2
1788187733.7,Highest temperature in Buenos Aires on August 31?,Buenos Aires,2026-08-31,3973047,highest-temperature-in-buenos-aires-on-august-31-2026-22c,Will the highest temperature in Buenos Aires be 22°C on August 31?,"[""Yes"", ""No""]","[""0.015"", ""0.985""]",969.665482,1,17.9,15.7,18.2
1788187733.7,Highest temperature in Buenos Aires on August 31?,Buenos Aires,2026-08-31,3973048,highest-temperature-in-buenos-aires-on-august-31-2026-23c,Will the highest temperature in Buenos Aires be 23°C on August 31?,"[""Yes"", ""No""]","[""0.004"", ""0.996""]",427.136466,1,17.9,15.7,18.2
1788187733.7,Highest temperature in Buenos Aires on August 31?,Buenos Aires,2026-08-31,3973049,highest-temperature-in-buenos-aires-on-august-31-2026-24corhigher,Will the highest temperature in Buenos Aires be 24°C or higher on August 31?,"[""Yes"", ""No""]","[""0.0015"", ""0.9985""]",832.2200189999999,1,17.9,15.7,18.2
1788187733.7,Highest temperature in Toronto on August 31?,Toronto,2026-08-31,3973050,highest-temperature-in-toronto-on-august-31-2026-17corbelow,Will the highest temperature in Toronto be 17°C or below on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",277.991,1,20.6,22.4,22.8
1788187733.7,Highest temperature in Toronto on August 31?,Toronto,2026-08-31,3973051,highest-temperature-in-toronto-on-august-31-2026-18c,Will the highest temperature in Toronto be 18°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",227.99699999999999,1,20.6,22.4,22.8
1788187733.7,Highest temperature in Toronto on August 31?,Toronto,2026-08-31,3973052,highest-temperature-in-toronto-on-august-31-2026-19c,Will the highest temperature in Toronto be 19°C on August 31?,"[""Yes"", ""No""]","[""0.0205"", ""0.9795""]",3212.042171,1,20.6,22.4,22.8
1788187733.7,Highest temperature in Toronto on August 31?,Toronto,2026-08-31,3973053,highest-temperature-in-toronto-on-august-31-2026-20c,Will the highest temperature in Toronto be 20°C on August 31?,"[""Yes"", ""No""]","[""0.07"", ""0.93""]",4091.62803,1,20.6,22.4,22.8
1788187733.7,Highest temperature in Toronto on August 31?,Toronto,2026-08-31,3973054,highest-temperature-in-toronto-on-august-31-2026-21c,Will the highest temperature in Toronto be 21°C on August 31?,"[""Yes"", ""No""]","[""0.115"", ""0.885""]",7165.316935,1,20.6,22.4,22.8
1788187733.7,Highest temperature in Toronto on August 31?,Toronto,2026-08-31,3973055,highest-temperature-in-toronto-on-august-31-2026-22c,Will the highest temperature in Toronto be 22°C on August 31?,"[""Yes"", ""No""]","[""0.175"", ""0.825""]",7317.68072,1,20.6,22.4,22.8
1788187733.7,Highest temperature in Toronto on August 31?,Toronto,2026-08-31,3973056,highest-temperature-in-toronto-on-august-31-2026-23c,Will the highest temperature in Toronto be 23°C on August 31?,"[""Yes"", ""No""]","[""0.235"", ""0.765""]",5459.875509999999,1,20.6,22.4,22.8
1788187733.7,Highest temperature in Toronto on August 31?,Toronto,2026-08-31,3973057,highest-temperature-in-toronto-on-august-31-2026-24c,Will the highest temperature in Toronto be 24°C on August 31?,"[""Yes"", ""No""]","[""0.405"", ""0.595""]",6481.717123000002,1,20.6,22.4,22.8
1788187733.7,Highest temperature in Toronto on August 31?,Toronto,2026-08-31,3973058,highest-temperature-in-toronto-on-august-31-2026-25c,Will the highest temperature in Toronto be 25°C on August 31?,"[""Yes"", ""No""]","[""0.05"", ""0.95""]",2562.375427,1,20.6,22.4,22.8
1788187733.7,Highest temperature in Toronto on August 31?,Toronto,2026-08-31,3973059,highest-temperature-in-toronto-on-august-31-2026-26c,Will the highest temperature in Toronto be 26°C on August 31?,"[""Yes"", ""No""]","[""0.0055"", ""0.9945""]",1930.701264,1,20.6,22.4,22.8
1788187733.7,Highest temperature in Toronto on August 31?,Toronto,2026-08-31,3973060,highest-temperature-in-toronto-on-august-31-2026-27corhigher,Will the highest temperature in Toronto be 27°C or higher on August 31?,"[""Yes"", ""No""]","[""0.0025"", ""0.9975""]",1049.014134,1,20.6,22.4,22.8
1788187733.7,Highest temperature in Mexico City on August 31?,Mexico City,2026-08-31,3973061,highest-temperature-in-mexico-city-on-august-31-2026-16corbelow,Will the highest temperature in Mexico City be 16°C or below on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1117.9950000000001,1,25.2,22.1,25.1
1788187733.7,Highest temperature in Mexico City on August 31?,Mexico City,2026-08-31,3973062,highest-temperature-in-mexico-city-on-august-31-2026-17c,Will the highest temperature in Mexico City be 17°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",167.99099999999999,1,25.2,22.1,25.1
1788187733.7,Highest temperature in Mexico City on August 31?,Mexico City,2026-08-31,3973063,highest-temperature-in-mexico-city-on-august-31-2026-18c,Will the highest temperature in Mexico City be 18°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",420.8105,1,25.2,22.1,25.1
1788187733.7,Highest temperature in Mexico City on August 31?,Mexico City,2026-08-31,3973064,highest-temperature-in-mexico-city-on-august-31-2026-19c,Will the highest temperature in Mexico City be 19°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",109.997,1,25.2,22.1,25.1
1788187733.7,Highest temperature in Mexico City on August 31?,Mexico City,2026-08-31,3973065,highest-temperature-in-mexico-city-on-august-31-2026-20c,Will the highest temperature in Mexico City be 20°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",369.962122,1,25.2,22.1,25.1
1788187733.7,Highest temperature in Mexico City on August 31?,Mexico City,2026-08-31,3973066,highest-temperature-in-mexico-city-on-august-31-2026-21c,Will the highest temperature in Mexico City be 21°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",394.06280000000004,1,25.2,22.1,25.1
1788187733.7,Highest temperature in Mexico City on August 31?,Mexico City,2026-08-31,3973067,highest-temperature-in-mexico-city-on-august-31-2026-22c,Will the highest temperature in Mexico City be 22°C on August 31?,"[""Yes"", ""No""]","[""0.03"", ""0.97""]",714.631132,1,25.2,22.1,25.1
1788187733.7,Highest temperature in Mexico City on August 31?,Mexico City,2026-08-31,3973068,highest-temperature-in-mexico-city-on-august-31-2026-23c,Will the highest temperature in Mexico City be 23°C on August 31?,"[""Yes"", ""No""]","[""0.05"", ""0.95""]",826.9134049999999,1,25.2,22.1,25.1
1788187733.7,Highest temperature in Mexico City on August 31?,Mexico City,2026-08-31,3973069,highest-temperature-in-mexico-city-on-august-31-2026-24c,Will the highest temperature in Mexico City be 24°C on August 31?,"[""Yes"", ""No""]","[""0.33"", ""0.67""]",2248.6875949999994,1,25.2,22.1,25.1
1788187733.7,Highest temperature in Mexico City on August 31?,Mexico City,2026-08-31,3973070,highest-temperature-in-mexico-city-on-august-31-2026-25c,Will the highest temperature in Mexico City be 25°C on August 31?,"[""Yes"", ""No""]","[""0.49"", ""0.51""]",2843.148769,1,25.2,22.1,25.1
1788187733.7,Highest temperature in Mexico City on August 31?,Mexico City,2026-08-31,3973071,highest-temperature-in-mexico-city-on-august-31-2026-26corhigher,Will the highest temperature in Mexico City be 26°C or higher on August 31?,"[""Yes"", ""No""]","[""0.11"", ""0.89""]",1648.865857,1,25.2,22.1,25.1
1788187733.7,Highest temperature in Jinan on August 31?,Jinan,2026-08-31,3992247,highest-temperature-in-jinan-on-august-31-2026-16corbelow,Will the highest temperature in Jinan be 16°C or below on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",969.98,1,34.1,31.5,31.8
1788187733.7,Highest temperature in Jinan on August 31?,Jinan,2026-08-31,3992248,highest-temperature-in-jinan-on-august-31-2026-17c,Will the highest temperature in Jinan be 17°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",969.985,1,34.1,31.5,31.8
1788187733.7,Highest temperature in Jinan on August 31?,Jinan,2026-08-31,3992249,highest-temperature-in-jinan-on-august-31-2026-18c,Will the highest temperature in Jinan be 18°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",970,1,34.1,31.5,31.8
1788187733.7,Highest temperature in Jinan on August 31?,Jinan,2026-08-31,3992250,highest-temperature-in-jinan-on-august-31-2026-19c,Will the highest temperature in Jinan be 19°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",970,1,34.1,31.5,31.8
1788187733.7,Highest temperature in Jinan on August 31?,Jinan,2026-08-31,3992251,highest-temperature-in-jinan-on-august-31-2026-20c,Will the highest temperature in Jinan be 20°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",220,1,34.1,31.5,31.8
1788187733.7,Highest temperature in Jinan on August 31?,Jinan,2026-08-31,3992252,highest-temperature-in-jinan-on-august-31-2026-21c,Will the highest temperature in Jinan be 21°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",319.983,1,34.1,31.5,31.8
1788187733.7,Highest temperature in Jinan on August 31?,Jinan,2026-08-31,3992253,highest-temperature-in-jinan-on-august-31-2026-22c,Will the highest temperature in Jinan be 22°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",324.981,1,34.1,31.5,31.8
1788187733.7,Highest temperature in Jinan on August 31?,Jinan,2026-08-31,3992254,highest-temperature-in-jinan-on-august-31-2026-23c,Will the highest temperature in Jinan be 23°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",329.976,1,34.1,31.5,31.8
1788187733.7,Highest temperature in Jinan on August 31?,Jinan,2026-08-31,3992255,highest-temperature-in-jinan-on-august-31-2026-24c,Will the highest temperature in Jinan be 24°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",985.9780000000001,1,34.1,31.5,31.8
1788187733.7,Highest temperature in Jinan on August 31?,Jinan,2026-08-31,3992256,highest-temperature-in-jinan-on-august-31-2026-25c,Will the highest temperature in Jinan be 25°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",251.377,1,34.1,31.5,31.8
1788187733.7,Highest temperature in Jinan on August 31?,Jinan,2026-08-31,3992257,highest-temperature-in-jinan-on-august-31-2026-26corhigher,Will the highest temperature in Jinan be 26°C or higher on August 31?,"[""Yes"", ""No""]","[""0.9995"", ""0.0005""]",2212.3654500000002,1,34.1,31.5,31.8
1788187733.7,Highest temperature in Zhengzhou on August 31?,Zhengzhou,2026-08-31,3992258,highest-temperature-in-zhengzhou-on-august-31-2026-22corbelow,Will the highest temperature in Zhengzhou be 22°C or below on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",969.984,1,34.7,32.7,33.7
1788187733.7,Highest temperature in Zhengzhou on August 31?,Zhengzhou,2026-08-31,3992259,highest-temperature-in-zhengzhou-on-august-31-2026-23c,Will the highest temperature in Zhengzhou be 23°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",989.9300000000001,1,34.7,32.7,33.7
1788187733.7,Highest temperature in Zhengzhou on August 31?,Zhengzhou,2026-08-31,3992260,highest-temperature-in-zhengzhou-on-august-31-2026-24c,Will the highest temperature in Zhengzhou be 24°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1064.992,1,34.7,32.7,33.7
1788187733.7,Highest temperature in Zhengzhou on August 31?,Zhengzhou,2026-08-31,3992261,highest-temperature-in-zhengzhou-on-august-31-2026-25c,Will the highest temperature in Zhengzhou be 25°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",314.99199999999996,1,34.7,32.7,33.7
1788187733.7,Highest temperature in Zhengzhou on August 31?,Zhengzhou,2026-08-31,3992262,highest-temperature-in-zhengzhou-on-august-31-2026-26c,Will the highest temperature in Zhengzhou be 26°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",214.99200000000002,1,34.7,32.7,33.7
1788187733.7,Highest temperature in Zhengzhou on August 31?,Zhengzhou,2026-08-31,3992263,highest-temperature-in-zhengzhou-on-august-31-2026-27c,Will the highest temperature in Zhengzhou be 27°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",104.279,1,34.7,32.7,33.7
1788187733.7,Highest temperature in Zhengzhou on August 31?,Zhengzhou,2026-08-31,3992264,highest-temperature-in-zhengzhou-on-august-31-2026-28c,Will the highest temperature in Zhengzhou be 28°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",464.986,1,34.7,32.7,33.7
1788187733.7,Highest temperature in Zhengzhou on August 31?,Zhengzhou,2026-08-31,3992265,highest-temperature-in-zhengzhou-on-august-31-2026-29c,Will the highest temperature in Zhengzhou be 29°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",129.98499999999999,1,34.7,32.7,33.7
